Dataset ID,Pipeline ID ,Performance (Accuracy Score),perf>0.88
135,514,0.9933072,1
200,173,0.95257413,1
81,404,0.95257413,1
143,296,0.98201376,1
304,174,0.98201376,1
404,1434,0.7310586,0
88,516,0.9933072,1
393,507,0.98201376,1
449,469,0.9933072,1
255,1209,0.9933072,1
98,747,0.98201376,1
404,794,0.880797,0
345,966,0.880797,0
19,143,0.880797,0
37,549,0.880797,0
382,8,0.9933072,1
261,392,0.880797,0
342,404,0.98201376,1
307,617,0.98201376,1
209,87,0.98201376,1
263,174,0.9933072,1
63,69,0.9933072,1
292,52,0.95257413,1
122,131,0.95257413,1
0,99,0.9933072,1
215,363,0.880797,0
311,610,0.9933072,1
299,99,0.95257413,1
416,31,0.880797,0
214,433,0.9933072,1
12,348,0.7310586,0
326,424,0.95257413,1
449,782,0.95257413,1
15,481,0.9933072,1
24,632,0.98201376,1
39,749,0.95257413,1
253,257,0.98201376,1
129,626,0.9933072,1
337,515,0.9933072,1
428,426,0.9933072,1
436,172,0.98201376,1
326,95,0.880797,0
278,720,0.9933072,1
420,199,0.95257413,1
176,469,0.9933072,1
270,470,0.95257413,1
90,514,0.9933072,1
193,478,0.95257413,1
264,299,0.9933072,1
190,271,0.98201376,1
20,257,0.98201376,1
46,267,0.98201376,1
84,450,0.98201376,1
291,126,0.9933072,1
434,216,0.98201376,1
405,442,0.98201376,1
353,1240,0.98201376,1
114,8,0.9933072,1
404,672,0.9933072,1
311,182,0.9933072,1
378,685,0.98201376,1
266,66,0.95257413,1
58,202,0.98201376,1
193,659,0.95257413,1
446,217,0.98201376,1
377,895,0.98201376,1
150,706,0.98201376,1
415,478,0.9933072,1
142,324,0.9933072,1
428,108,0.95257413,1
444,822,0.7310586,0
68,507,0.98201376,1
428,196,0.98201376,1
275,976,0.880797,0
292,327,0.880797,0
346,72,0.880797,0
341,949,0.880797,0
302,754,0.880797,0
42,172,0.9933072,1
388,28,0.880797,0
143,220,0.95257413,1
84,478,0.98201376,1
91,21,0.95257413,1
157,116,0.95257413,1
180,1394,0.7310586,0
319,770,0.95257413,1
124,207,0.95257413,1
379,134,0.95257413,1
320,99,0.98201376,1
346,409,0.9933072,1
356,236,0.9933072,1
312,658,0.98201376,1
113,481,0.98201376,1
386,132,0.880797,0
326,422,0.95257413,1
229,484,0.9933072,1
41,71,0.95257413,1
300,870,0.98201376,1
180,951,0.7310586,0
143,596,0.98201376,1
405,98,0.9933072,1
436,754,0.95257413,1
419,282,0.9933072,1
84,285,0.98201376,1
89,651,0.98201376,1
266,53,0.95257413,1
341,121,0.98201376,1
262,613,0.95257413,1
48,1069,0.95257413,1
197,32,0.95257413,1
384,180,0.7310586,0
275,773,0.880797,0
384,285,0.95257413,1
46,322,0.880797,0
304,404,0.95257413,1
140,321,0.98201376,1
449,1146,0.98201376,1
245,789,0.95257413,1
49,324,0.7310586,0
171,482,0.95257413,1
411,134,0.98201376,1
157,501,0.98201376,1
71,229,0.7310586,0
20,978,0.880797,0
340,287,0.98201376,1
159,543,0.98201376,1
156,146,0.9933072,1
400,341,0.7310586,0
180,878,0.880797,0
389,330,0.880797,0
372,493,0.98201376,1
397,233,0.98201376,1
144,476,0.880797,0
342,120,0.880797,0
63,213,0.95257413,1
298,69,0.95257413,1
233,207,0.98201376,1
434,233,0.98201376,1
404,1166,0.7310586,0
335,152,0.9933072,1
381,1141,0.95257413,1
141,357,0.880797,0
362,217,0.880797,0
234,210,0.9933072,1
404,395,0.7310586,0
362,80,0.98201376,1
59,605,0.98201376,1
42,470,0.95257413,1
436,85,0.98201376,1
296,1013,0.95257413,1
398,771,0.98201376,1
310,575,0.95257413,1
329,285,0.9933072,1
304,200,0.95257413,1
56,931,0.95257413,1
207,207,0.98201376,1
41,478,0.98201376,1
319,275,0.880797,0
233,427,0.98201376,1
213,186,0.98201376,1
415,398,0.98201376,1
84,236,0.95257413,1
312,525,0.98201376,1
386,560,0.95257413,1
200,1007,0.95257413,1
188,1116,0.9933072,1
49,507,0.9933072,1
302,1302,0.95257413,1
58,563,0.880797,0
41,215,0.9933072,1
422,257,0.9933072,1
201,603,0.9933072,1
41,1048,0.95257413,1
177,195,0.98201376,1
436,664,0.880797,0
436,238,0.98201376,1
341,142,0.9933072,1
244,49,0.98201376,1
233,962,0.95257413,1
406,199,0.98201376,1
55,553,0.98201376,1
5,505,0.98201376,1
195,427,0.98201376,1
262,162,0.9933072,1
353,133,0.98201376,1
94,590,0.9933072,1
310,321,0.98201376,1
325,97,0.9933072,1
291,704,0.98201376,1
317,137,0.98201376,1
428,1135,0.98201376,1
139,879,0.98201376,1
133,750,0.9933072,1
310,70,0.98201376,1
341,12,0.95257413,1
230,475,0.95257413,1
325,968,0.98201376,1
375,97,0.9933072,1
345,404,0.95257413,1
77,297,0.95257413,1
310,419,0.7310586,0
220,475,0.880797,0
355,891,0.7310586,0
384,179,0.98201376,1
25,293,0.95257413,1
372,657,0.98201376,1
416,225,0.95257413,1
292,803,0.7310586,0
416,635,0.95257413,1
12,332,0.95257413,1
434,385,0.98201376,1
129,142,0.9933072,1
373,404,0.98201376,1
131,153,0.98201376,1
331,94,0.9933072,1
0,225,0.95257413,1
69,190,0.95257413,1
150,162,0.98201376,1
344,324,0.7310586,0
347,1119,0.95257413,1
180,287,0.98201376,1
275,408,0.95257413,1
324,179,0.98201376,1
238,953,0.9933072,1
199,55,0.98201376,1
324,524,0.9933072,1
233,426,0.98201376,1
150,355,0.880797,0
434,1216,0.95257413,1
28,873,0.98201376,1
392,1214,0.95257413,1
415,1406,0.880797,0
93,16,0.880797,0
431,410,0.95257413,1
404,1420,0.7310586,0
55,727,0.95257413,1
89,420,0.98201376,1
94,228,0.95257413,1
249,55,0.98201376,1
41,94,0.9933072,1
397,161,0.9933072,1
192,55,0.7310586,0
37,132,0.880797,0
330,10,0.880797,0
292,225,0.7310586,0
28,301,0.98201376,1
94,78,0.98201376,1
193,567,0.880797,0
292,1041,0.95257413,1
101,635,0.95257413,1
404,1177,0.7310586,0
173,767,0.7310586,0
57,1102,0.9933072,1
221,217,0.9933072,1
425,613,0.98201376,1
326,410,0.95257413,1
185,299,0.9933072,1
338,181,0.9933072,1
20,147,0.7310586,0
270,220,0.95257413,1
444,627,0.7310586,0
331,264,0.98201376,1
71,50,0.98201376,1
362,95,0.9933072,1
5,268,0.98201376,1
261,364,0.98201376,1
21,193,0.9933072,1
358,0,0.98201376,1
445,331,0.95257413,1
326,633,0.9933072,1
58,208,0.9933072,1
268,715,0.98201376,1
57,310,0.98201376,1
4,409,0.7310586,0
212,237,0.9933072,1
344,310,0.9933072,1
302,764,0.95257413,1
5,86,0.98201376,1
404,1556,0.7310586,0
102,68,0.95257413,1
262,194,0.9933072,1
117,420,0.98201376,1
278,1246,0.880797,0
200,70,0.95257413,1
173,215,0.9933072,1
326,218,0.98201376,1
144,194,0.9933072,1
355,332,0.9933072,1
30,78,0.880797,0
216,390,0.98201376,1
233,1125,0.98201376,1
313,1177,0.880797,0
84,417,0.95257413,1
307,190,0.98201376,1
129,384,0.9933072,1
255,236,0.98201376,1
416,562,0.880797,0
125,750,0.98201376,1
300,630,0.7310586,0
424,322,0.880797,0
80,755,0.7310586,0
444,918,0.7310586,0
150,1112,0.98201376,1
341,1299,0.7310586,0
398,388,0.95257413,1
374,299,0.98201376,1
180,283,0.880797,0
200,558,0.880797,0
127,283,0.95257413,1
378,529,0.9933072,1
434,251,0.880797,0
404,578,0.7310586,0
436,196,0.9933072,1
416,46,0.95257413,1
275,7,0.98201376,1
449,99,0.98201376,1
113,99,0.9933072,1
307,483,0.95257413,1
44,1059,0.95257413,1
192,146,0.880797,0
234,651,0.98201376,1
292,709,0.95257413,1
387,116,0.9933072,1
9,126,0.9933072,1
259,312,0.9933072,1
197,153,0.98201376,1
4,368,0.7310586,0
448,290,0.880797,0
182,53,0.880797,0
267,54,0.98201376,1
261,199,0.95257413,1
292,1016,0.95257413,1
94,1089,0.7310586,0
160,186,0.95257413,1
404,385,0.95257413,1
17,431,0.98201376,1
231,492,0.98201376,1
245,2,0.880797,0
341,1008,0.7310586,0
180,983,0.7310586,0
0,242,0.7310586,0
428,966,0.98201376,1
105,683,0.98201376,1
160,507,0.880797,0
373,149,0.98201376,1
279,475,0.9933072,1
101,929,0.880797,0
180,1332,0.7310586,0
255,472,0.9933072,1
223,961,0.880797,0
156,1257,0.9933072,1
46,305,0.98201376,1
143,530,0.9933072,1
21,194,0.98201376,1
221,126,0.9933072,1
395,327,0.98201376,1
58,100,0.9933072,1
326,264,0.880797,0
155,10,0.880797,0
64,6,0.7310586,0
319,160,0.98201376,1
12,873,0.9933072,1
58,32,0.95257413,1
193,481,0.95257413,1
262,527,0.98201376,1
113,639,0.880797,0
129,716,0.95257413,1
143,706,0.95257413,1
118,39,0.98201376,1
341,761,0.880797,0
435,132,0.95257413,1
289,209,0.9933072,1
416,28,0.880797,0
233,1077,0.880797,0
216,120,0.7310586,0
438,124,0.95257413,1
403,312,0.9933072,1
93,540,0.95257413,1
61,513,0.95257413,1
43,411,0.7310586,0
177,213,0.7310586,0
61,215,0.98201376,1
12,820,0.95257413,1
222,299,0.95257413,1
416,543,0.95257413,1
180,872,0.7310586,0
269,175,0.98201376,1
424,474,0.9933072,1
220,2,0.98201376,1
58,426,0.9933072,1
108,161,0.880797,0
81,7,0.98201376,1
223,161,0.98201376,1
149,409,0.98201376,1
177,257,0.98201376,1
108,545,0.95257413,1
290,383,0.98201376,1
290,23,0.9933072,1
221,372,0.95257413,1
9,132,0.9933072,1
268,997,0.9933072,1
107,13,0.9933072,1
377,448,0.95257413,1
404,509,0.7310586,0
89,903,0.95257413,1
88,267,0.9933072,1
158,309,0.9933072,1
449,57,0.95257413,1
428,743,0.98201376,1
314,30,0.95257413,1
99,312,0.9933072,1
392,54,0.98201376,1
196,312,0.98201376,1
313,794,0.98201376,1
386,201,0.95257413,1
84,419,0.98201376,1
12,681,0.7310586,0
289,587,0.98201376,1
243,1208,0.95257413,1
17,922,0.9933072,1
129,43,0.98201376,1
404,466,0.98201376,1
329,21,0.9933072,1
449,141,0.9933072,1
314,193,0.98201376,1
5,317,0.98201376,1
177,596,0.98201376,1
406,492,0.95257413,1
324,285,0.98201376,1
40,208,0.98201376,1
180,307,0.7310586,0
213,345,0.95257413,1
341,133,0.98201376,1
338,257,0.95257413,1
404,764,0.7310586,0
430,747,0.98201376,1
378,1,0.95257413,1
429,655,0.98201376,1
62,125,0.95257413,1
270,69,0.9933072,1
405,39,0.95257413,1
328,287,0.880797,0
424,171,0.9933072,1
275,696,0.880797,0
294,1038,0.98201376,1
56,320,0.98201376,1
349,285,0.9933072,1
412,627,0.98201376,1
94,42,0.880797,0
23,8,0.9933072,1
394,891,0.95257413,1
149,277,0.880797,0
427,331,0.98201376,1
392,26,0.98201376,1
449,800,0.98201376,1
114,430,0.98201376,1
325,529,0.9933072,1
269,236,0.7310586,0
390,285,0.98201376,1
441,553,0.880797,0
325,1230,0.95257413,1
160,190,0.880797,0
18,257,0.98201376,1
63,384,0.98201376,1
14,410,0.880797,0
325,526,0.9933072,1
248,167,0.98201376,1
12,448,0.98201376,1
444,203,0.95257413,1
444,1590,0.98201376,1
164,90,0.98201376,1
366,451,0.98201376,1
341,771,0.7310586,0
327,638,0.880797,0
114,49,0.9933072,1
298,275,0.98201376,1
449,215,0.9933072,1
325,196,0.7310586,0
157,185,0.95257413,1
353,650,0.95257413,1
270,881,0.95257413,1
326,12,0.880797,0
449,784,0.95257413,1
400,99,0.98201376,1
157,238,0.95257413,1
425,210,0.98201376,1
449,161,0.9933072,1
404,1561,0.7310586,0
292,648,0.98201376,1
267,193,0.98201376,1
333,475,0.95257413,1
238,662,0.9933072,1
417,268,0.9933072,1
225,257,0.9933072,1
383,342,0.95257413,1
446,69,0.95257413,1
404,767,0.95257413,1
102,233,0.95257413,1
388,135,0.98201376,1
394,254,0.95257413,1
449,143,0.9933072,1
192,306,0.98201376,1
312,585,0.880797,0
215,167,0.98201376,1
302,247,0.880797,0
267,39,0.95257413,1
307,153,0.98201376,1
268,740,0.9933072,1
180,336,0.7310586,0
405,409,0.98201376,1
144,300,0.98201376,1
391,165,0.9933072,1
415,974,0.880797,0
55,6,0.9933072,1
364,741,0.95257413,1
33,328,0.9933072,1
310,1034,0.98201376,1
20,395,0.880797,0
17,513,0.9933072,1
388,755,0.880797,0
81,293,0.98201376,1
362,740,0.95257413,1
292,425,0.7310586,0
121,381,0.95257413,1
406,221,0.98201376,1
144,257,0.98201376,1
205,689,0.880797,0
150,460,0.98201376,1
86,1183,0.95257413,1
449,461,0.98201376,1
59,416,0.98201376,1
424,82,0.880797,0
86,701,0.95257413,1
81,288,0.7310586,0
116,24,0.98201376,1
341,507,0.95257413,1
143,749,0.98201376,1
275,561,0.95257413,1
381,136,0.880797,0
348,1116,0.95257413,1
61,461,0.880797,0
362,791,0.98201376,1
42,284,0.98201376,1
298,953,0.95257413,1
430,537,0.98201376,1
338,1243,0.98201376,1
366,218,0.98201376,1
267,197,0.98201376,1
182,256,0.880797,0
424,249,0.98201376,1
197,217,0.95257413,1
298,51,0.98201376,1
242,82,0.98201376,1
191,276,0.95257413,1
63,229,0.9933072,1
277,293,0.98201376,1
290,728,0.98201376,1
386,293,0.880797,0
444,407,0.95257413,1
12,827,0.7310586,0
378,198,0.98201376,1
424,312,0.7310586,0
162,346,0.98201376,1
296,325,0.880797,0
185,298,0.95257413,1
424,55,0.9933072,1
362,214,0.95257413,1
5,275,0.880797,0
84,215,0.95257413,1
14,743,0.98201376,1
428,1295,0.880797,0
406,237,0.9933072,1
384,28,0.7310586,0
353,196,0.98201376,1
248,82,0.9933072,1
404,1174,0.7310586,0
279,430,0.98201376,1
408,964,0.880797,0
401,234,0.95257413,1
372,81,0.7310586,0
203,303,0.95257413,1
362,460,0.95257413,1
183,8,0.9933072,1
12,786,0.95257413,1
173,55,0.9933072,1
118,740,0.98201376,1
17,486,0.98201376,1
431,273,0.95257413,1
206,627,0.95257413,1
306,194,0.95257413,1
279,152,0.9933072,1
293,824,0.95257413,1
113,209,0.95257413,1
58,581,0.98201376,1
415,404,0.9933072,1
302,157,0.95257413,1
166,567,0.95257413,1
448,136,0.9933072,1
244,239,0.7310586,0
285,823,0.7310586,0
285,420,0.7310586,0
154,291,0.95257413,1
449,383,0.95257413,1
415,841,0.98201376,1
85,288,0.95257413,1
12,449,0.95257413,1
134,942,0.95257413,1
300,221,0.98201376,1
233,587,0.95257413,1
101,78,0.880797,0
415,567,0.98201376,1
279,976,0.95257413,1
293,357,0.880797,0
58,763,0.98201376,1
200,412,0.95257413,1
373,0,0.98201376,1
42,408,0.95257413,1
449,738,0.98201376,1
9,97,0.98201376,1
199,124,0.9933072,1
151,482,0.9933072,1
10,93,0.95257413,1
317,707,0.98201376,1
17,233,0.95257413,1
266,167,0.98201376,1
157,409,0.95257413,1
296,434,0.95257413,1
12,838,0.7310586,0
104,751,0.95257413,1
329,173,0.9933072,1
279,273,0.9933072,1
184,514,0.98201376,1
63,153,0.98201376,1
266,171,0.9933072,1
394,923,0.98201376,1
262,167,0.9933072,1
255,475,0.98201376,1
310,1478,0.95257413,1
59,76,0.98201376,1
344,70,0.95257413,1
127,281,0.95257413,1
285,274,0.98201376,1
343,471,0.95257413,1
183,514,0.9933072,1
6,479,0.98201376,1
150,431,0.9933072,1
41,229,0.9933072,1
428,422,0.98201376,1
122,481,0.98201376,1
421,275,0.9933072,1
304,245,0.95257413,1
450,288,0.7310586,0
20,740,0.95257413,1
108,57,0.98201376,1
91,27,0.95257413,1
5,533,0.98201376,1
0,153,0.9933072,1
351,567,0.9933072,1
137,317,0.9933072,1
392,37,0.98201376,1
6,306,0.9933072,1
213,245,0.880797,0
229,227,0.880797,0
449,1268,0.98201376,1
261,110,0.98201376,1
0,213,0.98201376,1
42,627,0.95257413,1
203,1280,0.880797,0
4,434,0.98201376,1
10,729,0.95257413,1
193,691,0.880797,0
436,639,0.7310586,0
183,142,0.95257413,1
408,186,0.95257413,1
384,921,0.98201376,1
222,1196,0.95257413,1
180,260,0.7310586,0
321,271,0.98201376,1
418,172,0.9933072,1
223,195,0.98201376,1
43,228,0.95257413,1
290,243,0.880797,0
94,327,0.9933072,1
377,240,0.98201376,1
69,510,0.9933072,1
270,515,0.98201376,1
220,257,0.7310586,0
298,542,0.9933072,1
416,206,0.98201376,1
378,1205,0.880797,0
350,753,0.9933072,1
41,409,0.95257413,1
311,3,0.95257413,1
302,357,0.880797,0
243,300,0.880797,0
310,750,0.95257413,1
251,6,0.98201376,1
241,305,0.9933072,1
441,13,0.7310586,0
213,268,0.95257413,1
342,960,0.98201376,1
82,470,0.95257413,1
294,434,0.9933072,1
218,567,0.7310586,0
94,240,0.95257413,1
324,46,0.95257413,1
434,3,0.98201376,1
21,410,0.7310586,0
45,908,0.9933072,1
322,1049,0.9933072,1
58,203,0.9933072,1
405,1009,0.98201376,1
223,726,0.98201376,1
105,698,0.98201376,1
199,754,0.9933072,1
375,273,0.95257413,1
379,0,0.98201376,1
73,123,0.95257413,1
73,332,0.98201376,1
451,24,0.880797,0
312,945,0.95257413,1
338,191,0.9933072,1
381,8,0.98201376,1
233,283,0.95257413,1
221,590,0.98201376,1
386,209,0.98201376,1
312,549,0.98201376,1
228,311,0.95257413,1
112,677,0.880797,0
304,422,0.98201376,1
441,38,0.95257413,1
89,142,0.9933072,1
233,193,0.9933072,1
255,723,0.98201376,1
93,767,0.95257413,1
143,1284,0.95257413,1
235,194,0.880797,0
2,263,0.880797,0
416,10,0.9933072,1
92,476,0.9933072,1
410,167,0.9933072,1
404,1179,0.7310586,0
424,428,0.98201376,1
374,217,0.95257413,1
428,132,0.95257413,1
404,510,0.880797,0
213,508,0.98201376,1
206,264,0.95257413,1
388,1073,0.880797,0
270,116,0.95257413,1
214,356,0.98201376,1
17,704,0.95257413,1
343,895,0.98201376,1
432,172,0.98201376,1
449,178,0.9933072,1
26,294,0.95257413,1
436,583,0.95257413,1
326,588,0.95257413,1
313,326,0.98201376,1
118,976,0.95257413,1
230,923,0.9933072,1
449,37,0.98201376,1
428,320,0.95257413,1
94,190,0.9933072,1
257,747,0.9933072,1
278,1006,0.98201376,1
337,211,0.98201376,1
405,187,0.98201376,1
176,293,0.98201376,1
234,1118,0.95257413,1
113,95,0.95257413,1
180,267,0.7310586,0
398,1219,0.880797,0
221,832,0.880797,0
268,215,0.7310586,0
300,251,0.95257413,1
369,256,0.9933072,1
416,540,0.880797,0
441,228,0.95257413,1
115,136,0.880797,0
41,412,0.7310586,0
310,784,0.95257413,1
45,537,0.95257413,1
360,155,0.98201376,1
58,512,0.98201376,1
275,568,0.98201376,1
147,712,0.95257413,1
27,69,0.98201376,1
324,233,0.95257413,1
61,228,0.95257413,1
177,240,0.9933072,1
408,683,0.98201376,1
279,72,0.95257413,1
37,423,0.95257413,1
338,602,0.9933072,1
318,879,0.98201376,1
358,404,0.95257413,1
405,49,0.9933072,1
404,1003,0.7310586,0
22,709,0.98201376,1
183,422,0.98201376,1
113,185,0.95257413,1
61,269,0.880797,0
415,91,0.95257413,1
415,832,0.95257413,1
89,317,0.9933072,1
436,417,0.95257413,1
405,825,0.95257413,1
378,447,0.98201376,1
339,70,0.9933072,1
416,97,0.9933072,1
173,271,0.9933072,1
61,227,0.95257413,1
446,68,0.98201376,1
12,595,0.95257413,1
84,162,0.95257413,1
157,183,0.95257413,1
58,182,0.9933072,1
316,267,0.95257413,1
398,41,0.880797,0
206,985,0.95257413,1
278,1010,0.95257413,1
441,451,0.95257413,1
114,177,0.9933072,1
235,442,0.98201376,1
89,201,0.95257413,1
346,826,0.7310586,0
304,97,0.98201376,1
448,285,0.98201376,1
140,299,0.9933072,1
96,31,0.9933072,1
406,1027,0.95257413,1
89,878,0.95257413,1
101,443,0.7310586,0
173,1138,0.880797,0
197,182,0.9933072,1
125,259,0.7310586,0
229,925,0.95257413,1
140,105,0.9933072,1
415,940,0.95257413,1
341,22,0.9933072,1
206,153,0.880797,0
193,191,0.9933072,1
370,97,0.9933072,1
302,819,0.95257413,1
422,1133,0.98201376,1
388,158,0.880797,0
331,126,0.9933072,1
37,87,0.9933072,1
296,136,0.9933072,1
408,490,0.880797,0
327,469,0.98201376,1
121,45,0.9933072,1
200,38,0.7310586,0
386,51,0.9933072,1
59,528,0.98201376,1
9,0,0.98201376,1
253,210,0.95257413,1
380,29,0.98201376,1
216,1227,0.880797,0
321,590,0.95257413,1
220,460,0.98201376,1
366,257,0.98201376,1
428,709,0.98201376,1
27,435,0.9933072,1
387,309,0.9933072,1
109,747,0.95257413,1
330,946,0.9933072,1
86,117,0.98201376,1
434,674,0.95257413,1
296,686,0.880797,0
84,214,0.98201376,1
206,1146,0.98201376,1
279,134,0.98201376,1
329,65,0.9933072,1
92,814,0.98201376,1
428,272,0.98201376,1
107,136,0.9933072,1
415,40,0.95257413,1
279,131,0.98201376,1
6,175,0.95257413,1
300,198,0.98201376,1
360,933,0.95257413,1
118,844,0.98201376,1
392,746,0.98201376,1
391,1159,0.880797,0
406,477,0.98201376,1
307,73,0.98201376,1
374,76,0.98201376,1
451,522,0.880797,0
57,407,0.9933072,1
393,216,0.9933072,1
12,603,0.9933072,1
378,238,0.98201376,1
317,228,0.7310586,0
61,167,0.9933072,1
409,285,0.98201376,1
290,180,0.9933072,1
329,418,0.9933072,1
253,131,0.98201376,1
386,1,0.98201376,1
428,1424,0.95257413,1
412,259,0.7310586,0
424,758,0.880797,0
233,926,0.98201376,1
233,672,0.98201376,1
332,314,0.9933072,1
81,198,0.98201376,1
415,50,0.9933072,1
12,588,0.95257413,1
243,144,0.95257413,1
344,845,0.98201376,1
378,82,0.98201376,1
453,492,0.880797,0
4,213,0.95257413,1
324,525,0.95257413,1
193,1092,0.95257413,1
365,6,0.880797,0
12,480,0.95257413,1
408,380,0.880797,0
289,448,0.7310586,0
160,275,0.9933072,1
337,131,0.880797,0
290,91,0.98201376,1
415,505,0.9933072,1
304,855,0.9933072,1
415,283,0.98201376,1
269,739,0.9933072,1
452,1031,0.7310586,0
129,267,0.98201376,1
450,268,0.880797,0
166,203,0.98201376,1
388,274,0.9933072,1
310,43,0.95257413,1
167,618,0.95257413,1
252,88,0.98201376,1
15,356,0.9933072,1
263,653,0.9933072,1
9,651,0.95257413,1
453,1062,0.98201376,1
413,99,0.9933072,1
224,21,0.9933072,1
388,70,0.98201376,1
157,147,0.98201376,1
94,285,0.9933072,1
434,627,0.9933072,1
6,417,0.98201376,1
124,282,0.9933072,1
99,291,0.880797,0
84,983,0.880797,0
412,300,0.95257413,1
245,231,0.95257413,1
346,474,0.98201376,1
408,936,0.880797,0
322,242,0.7310586,0
5,523,0.95257413,1
413,263,0.95257413,1
206,865,0.95257413,1
206,977,0.95257413,1
12,476,0.98201376,1
452,420,0.98201376,1
428,143,0.98201376,1
428,498,0.98201376,1
133,14,0.9933072,1
238,206,0.9933072,1
117,133,0.9933072,1
215,8,0.98201376,1
384,793,0.880797,0
127,762,0.98201376,1
207,366,0.880797,0
294,114,0.9933072,1
275,577,0.98201376,1
248,248,0.98201376,1
298,58,0.9933072,1
58,731,0.95257413,1
150,188,0.9933072,1
377,404,0.95257413,1
397,1449,0.9933072,1
96,660,0.9933072,1
322,874,0.95257413,1
449,658,0.9933072,1
379,473,0.98201376,1
188,126,0.98201376,1
116,256,0.9933072,1
197,380,0.95257413,1
434,272,0.9933072,1
408,653,0.95257413,1
127,613,0.95257413,1
13,715,0.9933072,1
94,715,0.95257413,1
408,153,0.9933072,1
449,251,0.95257413,1
337,169,0.9933072,1
200,654,0.98201376,1
381,480,0.9933072,1
173,137,0.7310586,0
84,316,0.95257413,1
81,480,0.9933072,1
294,289,0.98201376,1
406,160,0.880797,0
221,158,0.95257413,1
193,779,0.880797,0
270,422,0.98201376,1
2,348,0.95257413,1
416,424,0.98201376,1
74,741,0.7310586,0
93,695,0.98201376,1
319,0,0.95257413,1
13,282,0.98201376,1
449,1159,0.9933072,1
313,1164,0.880797,0
267,799,0.7310586,0
228,339,0.98201376,1
196,258,0.7310586,0
267,37,0.7310586,0
41,76,0.9933072,1
129,40,0.95257413,1
411,172,0.9933072,1
221,280,0.95257413,1
247,404,0.98201376,1
263,178,0.9933072,1
434,759,0.7310586,0
306,213,0.9933072,1
117,216,0.95257413,1
354,306,0.98201376,1
444,122,0.7310586,0
393,558,0.98201376,1
82,34,0.7310586,0
405,941,0.98201376,1
372,1078,0.98201376,1
428,454,0.95257413,1
199,419,0.9933072,1
404,529,0.7310586,0
19,97,0.95257413,1
23,357,0.95257413,1
300,736,0.880797,0
365,55,0.9933072,1
197,558,0.95257413,1
15,628,0.98201376,1
267,232,0.95257413,1
431,545,0.95257413,1
406,67,0.98201376,1
40,180,0.98201376,1
268,395,0.98201376,1
245,929,0.880797,0
428,161,0.98201376,1
404,651,0.7310586,0
0,160,0.98201376,1
55,163,0.98201376,1
391,128,0.98201376,1
180,471,0.7310586,0
6,540,0.880797,0
213,323,0.9933072,1
153,707,0.98201376,1
326,312,0.98201376,1
292,1225,0.95257413,1
44,107,0.98201376,1
177,457,0.95257413,1
302,451,0.880797,0
118,716,0.95257413,1
360,512,0.9933072,1
297,595,0.95257413,1
69,68,0.98201376,1
150,419,0.9933072,1
291,134,0.98201376,1
415,70,0.98201376,1
450,322,0.98201376,1
392,724,0.880797,0
449,565,0.98201376,1
196,664,0.98201376,1
180,984,0.7310586,0
377,920,0.98201376,1
184,446,0.98201376,1
129,229,0.95257413,1
373,1041,0.9933072,1
346,958,0.9933072,1
236,184,0.98201376,1
81,239,0.7310586,0
386,68,0.95257413,1
21,167,0.9933072,1
144,932,0.7310586,0
103,712,0.95257413,1
266,293,0.95257413,1
221,260,0.7310586,0
261,922,0.98201376,1
42,214,0.9933072,1
274,450,0.95257413,1
302,151,0.98201376,1
143,159,0.880797,0
390,237,0.9933072,1
451,1108,0.880797,0
329,76,0.98201376,1
196,322,0.95257413,1
408,180,0.98201376,1
441,558,0.880797,0
209,178,0.95257413,1
452,124,0.95257413,1
183,516,0.98201376,1
380,134,0.9933072,1
446,822,0.95257413,1
453,181,0.95257413,1
15,194,0.9933072,1
446,543,0.98201376,1
232,55,0.9933072,1
344,311,0.95257413,1
404,1549,0.95257413,1
300,830,0.98201376,1
450,881,0.7310586,0
4,363,0.7310586,0
324,99,0.98201376,1
344,971,0.98201376,1
453,417,0.95257413,1
327,473,0.98201376,1
233,471,0.880797,0
449,495,0.9933072,1
406,81,0.95257413,1
373,229,0.9933072,1
157,203,0.98201376,1
285,948,0.98201376,1
242,777,0.98201376,1
304,526,0.9933072,1
37,233,0.9933072,1
392,99,0.7310586,0
81,1163,0.880797,0
12,515,0.9933072,1
324,506,0.95257413,1
386,82,0.98201376,1
285,422,0.98201376,1
275,802,0.880797,0
311,967,0.9933072,1
416,1038,0.95257413,1
144,1001,0.7310586,0
86,200,0.880797,0
331,119,0.98201376,1
160,134,0.880797,0
449,678,0.7310586,0
340,886,0.9933072,1
55,76,0.95257413,1
342,920,0.98201376,1
364,947,0.7310586,0
324,98,0.9933072,1
167,741,0.9933072,1
63,231,0.880797,0
184,274,0.98201376,1
292,652,0.9933072,1
215,651,0.98201376,1
292,636,0.95257413,1
268,175,0.880797,0
0,61,0.95257413,1
274,945,0.95257413,1
392,839,0.98201376,1
336,1015,0.98201376,1
252,78,0.9933072,1
197,173,0.9933072,1
449,386,0.9933072,1
233,847,0.95257413,1
173,346,0.98201376,1
95,1153,0.9933072,1
278,615,0.95257413,1
155,47,0.98201376,1
436,1112,0.98201376,1
393,551,0.95257413,1
294,394,0.98201376,1
326,225,0.95257413,1
317,516,0.95257413,1
392,147,0.98201376,1
331,52,0.95257413,1
392,40,0.98201376,1
